name,series,brand,price,gender,made_in,movement,case_material,strap_material,glass,reference_number
Casio - General,General,Casio,"EGP 2,595.00",Women,China,Quartz,Stainless Steel,Leather,Mineral,LTP-VT01GL-4BUDF
Lacoste - Challenger,Challenger,Lacoste,"EGP 7,245.00",Men,China,Quartz,Plastic / Stainless Steel,Silicone,Mineral,2011083
Fossil - Neutra,Neutra,Fossil,"EGP 14,995.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,FS5708SET
Emporio Armani - Renato,Renato,Emporio Armani,"EGP 24,995.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,AR2448
Armani Exchange - Classic,Classic,Armani Exchange,"EGP 14,875.00",Men,China,Quartz,Plated Stainless Steel,Leather,Mineral,AX1724
Hugo Boss - Watch and Cufflinks Gift Set,Watch and Cufflinks Gift Set,HB157.0126,"EGP 15,595.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,HB157.0126
Tommy Hilfiger - Layla,Layla,Tommy Hilfiger,"EGP 12,805.00",Women,China,Quartz,Stainless Streel,Stainless Steel,Mineral,178.2456
Tommy Hilfiger - Owen,Owen,Tommy Hilfiger,"EGP 12,805.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,179.1964
Lacoste - Birdie,Birdie,Lacoste,"EGP 10,885.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,2001205
Lacoste - Swing,Swing,Lacoste,"EGP 9,970.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,2001224
Lacoste - Boston,Boston,Lacoste,"EGP 10,885.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,2011163
Tommy Hilfiger - Larson,Larson,Tommy Hilfiger,"EGP 12,805.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,179.1984
Tommy Hilfiger - Carter,Carter,Tommy Hilfiger,"EGP 10,060.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,179.1910
Tommy Hilfiger - San Diego,San Diego,Tommy Hilfiger,"EGP 6,900.00",Men,China,Quartz,Black Tr90,Silicone,Mineral,179.1928
Tommy Hilfiger - San Diego,San Diego,Tommy Hilfiger,"EGP 9,145.00",Men,China,Quartz,Navy Tr90,Silicone,Mineral,179.1927
Tommy Hilfiger - Layla,Layla,Tommy Hilfiger,"EGP 8,355.00",Women,China,Quartz,Lonic Thin Gold Plated 2 Steel,Stainless Steel,Mineral,178.2458
Tommy Hilfiger - Emma,Emma,Tommy Hilfiger,"EGP 10,990.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,178.2481
Tommy Hilfiger - Emma,Emma,Tommy Hilfiger,"EGP 10,990.00",Unisex,China,Quartz,Plated Stainless Steel,Plated Stainless Steel,Mineral,178.2482
Tommy Hilfiger - Matthew,Matthew,Tommy Hilfiger,"EGP 12,805.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,179.1943
Tommy Hilfiger - Jimmy,Jimmy,Tommy Hilfiger,"EGP 12,805.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,179.1946
Tommy Hilfiger - Jimmy,Jimmy,Tommy Hilfiger,"EGP 12,805.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,179.1947
Tommy Hilfiger - Jimmy,Jimmy,Tommy Hilfiger,"EGP 12,900.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,179.1949
Tommy Hilfiger - Jimmy,Jimmy,Tommy Hilfiger,"EGP 13,900.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,179.1950
Tommy Hilfiger - Max,Max,Tommy Hilfiger,"EGP 11,895.00",Men,China,Quartz,Stainless Steel,Silicone,Mineral,179.1971
Tommy Hilfiger - Max,Max,Tommy Hilfiger,"EGP 12,805.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,179.1973
Casio - Youth,Youth,Casio,"EGP 2,250.00",Unisex,China,Quartz,Resin,Resin,Resin Glass / Spherical Glass,AE-1000W-1AVDF
Casio - G,G-Shock,Casio,"EGP 9,350.00",Men,China,Quartz,Resin,Resin,Mineral Glass,DW-5600GC-7DF
Casio - Edifice,Edifice,Casio,"EGP 11,750.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,EFR-571DB-1A1VUDF
Casio - G,G-Shock,Casio,"EGP 9,825.00",Men,China,Quartz,Resin,Resin,Mineral,GA-2100FR-3ADR
Casio - G,G-Shock,Unknown,"EGP 16,395.00",Unisex,China,Unknown,Resin,Resin,Mineral,GW-B5600SGZ-7DR
Casio - Youth,Youth,Unknown,"EGP 1,895.00",Unisex,China,Unknown,Resin,Resin,Mineral,W-216H-3BVDF
Casio - Youth,Unknown,Unknown,"EGP 3,195.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
MVMT - Element,Element,Unknown,"EGP 3,375.00",Unisex,Unknown,Unknown,Stainless Steel,Leather,Mineral,28000045-D
Hugo Boss - Exist,Exist,Unknown,"EGP 9,060.00",Unisex,China,Unknown,Stainless Steel,Leather,Mineral,HB153.0169
Hugo Boss - Skeleton,Skeleton,Unknown,"EGP 10,155.00",Unisex,China,Unknown,Stainless Steel,Leather,Mineral,HB153.0189
Hugo Boss - Sport,Sport,Unknown,"EGP 12,990.00",Unisex,China,Unknown,Stainless Steel,Stainless Steel,Mineral,HB153.0195
Lacoste - Tiebreaker,Tiebreaker,Unknown,"EGP 7,245.00",Unisex,China,Unknown,Stainless Steel,Rubber,Mineral,2011125
Lacoste - Tiebreaker,Tiebreaker,Unknown,"EGP 9,060.00",Unisex,China,Unknown,Stainless Steel,Stainless Steel,Mineral,2011127
Tommy Hilfiger - Macy's Table,Macy'S Table,Unknown,"EGP 7,315.00",Unisex,China,Unknown,Stainless Steel,Nylon,Mineral,179.1285
Tommy Hilfiger - Bennett,Bennett,Unknown,"EGP 10,990.00",Unisex,China,Unknown,Stainless Steel,Leather,Mineral,179.1728
Tommy Hilfiger - Essentials,Essentials,Tommy Hilfiger,"EGP 8,235.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,179.1753
Tommy Hilfiger - Essentials,Essentials,Unknown,"EGP 7,315.00",Unisex,China,Unknown,Stainless Steel,Stainless Steel,Mineral,179.1754
Tommy Hilfiger - Parker,Parker,Tommy Hilfiger,"EGP 10,990.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,179.1837
Tommy Hilfiger - Parker,Parker,Unknown,"EGP 12,805.00",Unisex,China,Unknown,Stainless Steel,Leather,Mineral,179.1839
Casio - Youth Digital,Youth Digital,Casio,"EGP 2,995.00",Men,China,Quartz,Resin,Resin,Resin Glass / Spherical Glass,AE-1100W-1AVDF
Casio - Edifice,Edifice,Casio,"EGP 8,895.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral Glass,EFV-C100D-1AVDF
Casio - G,G-Shock,Casio,"EGP 8,295.00",Men,China,Quartz,Carbon / Resin,Resin,Mineral Glass,GA-2110SU-3ADR
Casio - G,G-Shock,Casio,"EGP 9,995.00",Men,China,Quartz,Resin,Resin,Mineral Glass,GBA-900-4ADR
Casio - G,G-Shock,Casio,"EGP 9,995.00",Men,China,Quartz,Resin,Resin,Mineral Glass,GBA-900-1A6DR
Casio - G,G-Shock,Casio,"EGP 12,195.00",Men,China,Quartz,Resin,Resin,Mineral Glass,GBD-100SM-4A1DR
Casio - G,G-Shock,Casio,"EGP 15,650.00",Women,China,Quartz,Stainless Steel,Resin,Mineral Glass,GM-S5600SK-7DR
Casio - G,G-Shock,Casio,"EGP 10,995.00",Men,China,Quartz,Resin,Resin,Mineral Glass,GW-B5600CT-1DR
Casio - General,General,Casio,"EGP 5,350.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral Glass,MTP-1375D-7AVDF
Hugo Boss - Pilot Edition,Pilot Edition,Hugo Boss,"EGP 18,135.00",Men,China,Quartz,Color Coated Stainless Steel,Leather,Mineral,HB151.3851
Hugo Boss - Santiago,Santiago,Hugo Boss,"EGP 15,595.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,HB151.3864
Calvin Klein - Steadfast,Steadfast,Calvin Klein,"EGP 7,910.00",Men,Switzerlnad,Quartz,Stainless Steel,Leather,Scratch Resistant Mineral,K8S211C6
Calvin Klein - Bright,Bright,Calvin Klein,"EGP 7,910.00",Men,Switzerland,Quartz,Stainless Steel,Leather,Scratch Resistant Mineral,KBH211C1
Calvin Klein - Bright,Bright,Calvin Klein,"EGP 7,910.00",Men,Switzerland,Quartz,Stainless Steel,Leather,Mineral,KBH211C6
Lacoste - 12.12 KIDS,L.12.12 KIDS,Lacoste,"EGP 3,435.00",Kids,China,Quartz,Plastic,Silicone,Mineral,2030033
Lacoste - L.12.12,L.12.12,Lacoste,"EGP 5,900.00",Women,Switzerland,Quartz,Stainless Steel and Plastic/Resin,Rubber,Mineral,2001065
Lacoste - L12.12,L12.12,Lacoste,"EGP 3,435.00",Kids,China,Quartz,Plastic,Silicone,Mineral,2030031
Tommy Hilfiger - Patrick,Patrick,Unknown,"EGP 12,270.00",Unisex,China,Unknown,Stainless Steel,Leather,Mineral,179.1785
Tommy Hilfiger - Mason,Mason,Unknown,"EGP 12,080.00",Unisex,China,Unknown,Stainless Steel,Silicone,Mineral,179.1793
Tommy Hilfiger - Jameson,Jameson,Tommy Hilfiger,"EGP 12,805.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,179.1794
Tommy Hilfiger - Sport,Unknown,Unknown,"EGP 7,865.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Frederique Constant - Horological,Horological,Unknown,"EGP 46,550.00",Unisex,Switzerland,Unknown,Stainless Steel,Leather,Convex Sapphire,FC-282AS5B4
Casio - G,G-Presents Lover's,Unknown,"EGP 14,550.00",Unisex,China,Unknown,Resin,Resin,Mineral,LOV-20B-4DR
Casio - Youth,Youth,Casio,"EGP 3,650.00",Men,China,Quartz,Resin,Resin,Resin,MWD-100H-1AVDF
Casio - Youth,Youth,Casio,"EGP 4,650.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Resin,MWD-100HD-1AVDF
Casio - Baby,Baby-G,Unknown,"EGP 10,750.00",Unisex,China,Unknown,Resin,Resin,Mineral,BA-130-1A3DR
Casio - Baby,Baby-G,Unknown,"EGP 7,550.00",Unisex,China,Unknown,Resin,Resin,Mineral,BG-169G-7BDR
Casio - Baby,Baby-G,Unknown,"EGP 6,825.00",Unisex,China,Unknown,Resin,Resin,Mineral,BG-169R-1BDR
Casio - Baby,Baby-G,Unknown,"EGP 9,375.00",Unisex,China,Unknown,Resin,Resin,Mineral,BGA-150ST-1ADR
Casio - Baby,Baby-G,Unknown,"EGP 10,750.00",Unisex,China,Unknown,Resin,Resin,Mineral,BGA-230PC-9BDR
Casio - Baby,Baby-G,Unknown,"EGP 10,750.00",Unisex,China,Unknown,Resin,Resin,Mineral,BGA-230SA-1ADR
Casio - Baby,Baby-G,Casio,"EGP 8,195.00",Women,China,Quartz,Resin,Resin,Mineral,BGA-250-2A2DR
Casio - Baby,Baby-G,Unknown,"EGP 8,195.00",Unisex,China,Unknown,Resin,Resin,Mineral,BGA-250-4ADR
Casio - Baby,Baby-G,Unknown,"EGP 8,195.00",Unisex,China,Unknown,Resin,Resin,Mineral,BGA-250-7A1DR
Casio - Baby,Baby-G,Casio,"EGP 8,295.00",Women,China,Quartz,Resin,Resin,Mineral,BGA-250-7A2DR
Casio - Baby,Baby-G,Unknown,"EGP 8,395.00",Unisex,China,Unknown,Resin,Resin,Mineral,BGA-260SC-1ADR
Casio - Baby,Baby-G,Unknown,"EGP 11,295.00",Unisex,China,Unknown,Resin,Resin,Mineral,BGA-260CH-1ADR
Casio - Baby,Baby-G,Unknown,"EGP 8,595.00",Unisex,China,Unknown,Resin,Resin,Mineral,BGA-270-1ADR
Casio - Baby,Baby-G,Casio,"EGP 7,250.00",Unisex,China,Quartz,Resin,Resin,Mineral,BGD-560S-8DR
Casio - Baby,Baby-G,Unknown,"EGP 7,250.00",Unisex,China,Unknown,Resin,Resin,Mineral,BGD-560BC-9DR
Casio - G,G-Shock,Unknown,"EGP 7,995.00",Unisex,China,Unknown,Resin,Resin,Mineral,DW-5600SC-8DR
Casio - G,G-Shock,Casio,"EGP 7,150.00",Unisex,China,Quartz,Resin,Resin,Mineral,DW-5600MW-7DR
Casio - G,G-Shock,Unknown,"EGP 18,895.00",Unisex,China,Unknown,Resin,Resin,Mineral,DWE-5600CC-3DR
Casio - Edifice,Edifice,Casio,"EGP 8,895.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,EFV-570D-7AVUDF
Casio - Edifice,Edifice,Casio,"EGP 8,895.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,EFV-C100D-1BVDF
Casio - Edifice,Edifice,Unknown,"EGP 17,895.00",Unisex,China,Unknown,Stainless Steel,Stainless Steel,Sapphire Glass with non-reflective coating,EFS-S560DB-1AVUDF
Casio - Edifice,Edifice,Casio,"EGP 23,995.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Sapphire Glass with non-reflective coating,EQB-1000D-1ADR
Casio - Edifice,Edifice,Casio,"EGP 10,795.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,ERA-110D-2AVDF
Casio - Edifice,Edifice,Casio,"EGP 12,825.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,ECB-20D-1ADF
Casio - G,G-Shock,Casio,"EGP 7,150.00",Men,China,Quartz,Resin,Resin,Mineral,DW-5610SU-3DR
Casio - G,G-Shock,Unknown,"EGP 7,995.00",Unisex,China,Unknown,Resin,Resin,Mineral,GMD-B800-1DR
Casio - Baby,Baby-G,Unknown,"EGP 10,795.00",Unisex,China,Unknown,Resin,Resin,Mineral,BA-130-1A2DR
Casio - G,G-Shock,Unknown,"EGP 11,750.00",Unisex,China,Unknown,Resin,Resin,Mineral,GA-2100THS-1ADR
Casio - G,G-Shock,Casio,"EGP 7,695.00",Men,China,Quartz,Resin,Resin,Mineral,GA-2100-1ADR
Casio - G,G-Shock,Unknown,"EGP 10,495.00",Unisex,China,Unknown,Resin,Resin,Mineral,GA-2000SU-1ADR
Casio - G,G-Shock,Unknown,"EGP 23,995.00",Unisex,China,Unknown,Resin,Resin,Mineral,GG-1000-1A3DR
Tommy Hilfiger - Brooke,Brooke,Unknown,"EGP 7,695.00",Unisex,China,Unknown,Stainless Steel,Stainless Steel,Mineral,178.2019
Boss Black - Ocean,Ocean,boss,"EGP 18,135.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,HB151.3697
Casio - Baby,Baby-G,Unknown,"EGP 8,950.00",Unisex,China,Unknown,Resin,Resin,Mineral,BGA-150EF-7BDR
Casio - Baby,Baby-G,Unknown,"EGP 8,950.00",Unisex,China,Unknown,Resin,Resin,Mineral,BGA-150PG-2B1DR
Casio - Baby,Baby-G,Unknown,"EGP 7,250.00",Unisex,China,Unknown,Resin,Resin,Mineral,BGD-570-1BDR
Casio - Baby,Baby-G,Unknown,"EGP 10,250.00",Unisex,China,Unknown,Resin,Resin,Mineral,BSA-B100-7ADR
Casio - Baby,Baby-G,Unknown,"EGP 10,250.00",Unisex,China,Unknown,Resin,Resin,Mineral,BSA-B100MF-7ADR
Casio - Baby,Baby-G,Unknown,"EGP 10,250.00",Unisex,China,Unknown,Resin,Resin,Mineral,BSA-B100SC-7ADR
Casio - G,G-Shock,Unknown,"EGP 8,375.00",Unisex,China,Unknown,Resin,Resin,Mineral,DW-5600TGA-9DR
Casio - G,G-Shock,Casio,"EGP 8,425.00",Men,China,Quartz,Resin,Resin,Mineral,DW-6900LS-1DR
Casio - G,G-Shock,Unknown,"EGP 10,750.00",Unisex,China,Unknown,Resin,Resin,Mineral,GA-110LS-7ADR
Casio - G,G-Shock,Unknown,"EGP 8,895.00",Unisex,China,Unknown,Resin,Resin,Mineral,GA-140-1A4DR
Casio - G,G-Shock,Unknown,"EGP 12,695.00",Unisex,China,Unknown,Resin,Resin,Mineral,GA-900E-1A3DR
Casio - G,G-Shock,Casio,"EGP 16,450.00",Unisex,China,Quartz,Stainless Steel,Resin,Mineral,GM-5600SCM-1DR
Casio - G,G-Shock,Unknown,"EGP 16,895.00",Unisex,China,Unknown,Resin,Resin,Mineral,GM-6900SCM-1DR
Hugo Boss - Invent,Invent,Unknown,"EGP 9,970.00",Unisex,China,Unknown,Stainless Steel,Leather,Mineral,HB153.0145
Hugo Boss - Seek,Seek,Hugo Boss,"EGP 10,885.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,HB153.0150
Hugo Boss - Real,Real,Unknown,"EGP 9,970.00",Unisex,China,Unknown,Stainless Steel,Leather,Mineral,HB153.0153
Hugo Boss - Real,Real,Unknown,"EGP 10,885.00",Unisex,China,Unknown,Stainless Steel,Leather,Mineral,HB153.0154
Hugo Boss - Chase,Chase,Hugo Boss,"EGP 10,885.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,HB153.0161
Hugo Boss - Chase,Chase,Unknown,"EGP 12,700.00",Unisex,China,Unknown,Stainless Steel,Leather,Mineral,HB153.0162
Hugo Boss - Chase,Chase,Unknown,"EGP 12,700.00",Unisex,China,Unknown,Stainless Steel,Stainless Steel,Mineral,HB153.0163
Lacoste - Victoria,Victoria,Unknown,"EGP 12,700.00",Unisex,China,Unknown,Stainless Steel,Stainless Steel,Mineral,2001015
Lacoste - Moon,Moon,Unknown,"EGP 9,060.00",Unisex,China,Unknown,Plated Stainless Steel,Leather,Mineral,2001079
Lacoste - Nautical,Nautical,Unknown,"EGP 10,155.00",Unisex,China,Unknown,Stainless Steel,Stainless Steel,Mineral,2011030
Casio - Baby,Baby-G,Unknown,"EGP 10,750.00",Unisex,China,Unknown,Resin,Resin,Mineral,BA-110RG-1ADR
Casio - Baby,Baby-G,Unknown,"EGP 10,750.00",Unisex,China,Unknown,Resin,Resin,Mineral,BA-120TG-4ADR
Casio - Baby,Baby-G,Unknown,"EGP 10,750.00",Unisex,China,Unknown,Resin,Resin,Mineral,BA-130-1ADR
Casio - Baby,Baby-G,Unknown,"EGP 10,695.00",Unisex,China,Unknown,Resin,Resin,Mineral,BA-130-7A2DR
Casio - Baby,Baby-G,Unknown,"EGP 6,825.00",Unisex,China,Unknown,Resin,Resin,Mineral,BG-169R-2BDR
Casio - Baby,Baby-G,Unknown,"EGP 8,995.00",Unisex,China,Unknown,Resin,Resin,Mineral,BG-6901-7DR
Casio - G,G-Shock,Casio,"EGP 7,495.00",Men,China,Quartz,Resin,Resin,Mineral,DW-6900BB-1DR
Casio - G,G-Shock,Unknown,"EGP 7,395.00",Unisex,China,Unknown,Resin,Resin,Mineral,DW-6900SK-1DR
Casio - G,G-Shock,Casio,"EGP 10,450.00",Men,China,Quartz,Resin,Resin,Mineral,GA-110MMC-1ADR
Casio - G,G-Shock,Casio,"EGP 11,495.00",Unisex,China,Quartz,Resin,Resin,Mineral,GA-400SK-1A9DR
Casio - G,G-Shock,Unknown,"EGP 10,650.00",Unisex,China,Unknown,Resin,Resin,Mineral,GA-700MMC-1ADR
Casio - G,G-Shock,Unknown,"EGP 12,250.00",Unisex,China,Unknown,Resin,Resin,Mineral,GA-710GB-1ADR
Casio - G,G-Shock,Unknown,"EGP 12,395.00",Unisex,China,Unknown,Resin,Resin,Mineral,GAS-100RB-1ADR
Casio - G,G-Shock,Unknown,"EGP 20,695.00",Unisex,China,Unknown,Resin,Resin,Mineral,GN-1000B-1ADR
Casio - G,G-Shock,Casio,"EGP 9,295.00",Unisex,China,Quartz,Resin,Resin,Mineral,GW-B5600BL-1DR
Tommy Hilfiger - Gavin,Gavin,Unknown,"EGP 13,360.00",Unisex,China,Unknown,Stainless Steel,Leather,Mineral,179.147
Tommy Hilfiger - Austin,Austin,Unknown,"EGP 12,805.00",Unisex,China,Unknown,Stainless Steel,Rubber,Mineral,179.1636
Casio - Baby,Baby G,Unknown,"EGP 12,750.00",Unisex,China,Unknown,Resin,Resin,Acrylic,BA-110CH-3ADR
Casio - Baby,Baby G,Unknown,"EGP 10,750.00",Unisex,China,Unknown,Resin,Resin,Acrylic,BA-110RG-4ADR
Casio - Baby,Baby G,Unknown,"EGP 10,395.00",Unisex,China,Unknown,Resin,Resin,Acrylic,BA-112-1ADR
Casio - Baby,Unknown,Unknown,"EGP 9,995.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Casio - Baby,Unknown,Unknown,"EGP 7,250.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Casio - G,G-Shock,Unknown,"EGP 12,195.00",Unisex,China,Unknown,Resin,Resin,Mineral,GA-110GW-7ADR
Casio - G,G-Shock,Casio,"EGP 9,595.00",Men,China,Quartz,Resin,Resin,Mineral,GA-110MW-7ADR
Tommy Hilfiger - Decker,Decker,Tommy Hilfiger,"EGP 11,500.00",Men,China,Quartz,Stainless Steel,Silicone,Mineral,179.1473
Jaguar - Executive,Executive,Jaguar,"EGP 23,995.00",Men,Switzerland,Quartz,Stainless Steel,Stainless Steel,Mineral,J861/2
Jaguar - Executive,Executive,Jaguar,"EGP 23,995.00",Men,Switzeraland,Quartz,Stainless Steel,Stainless Steel,Mineral,J861/3
Tommy Hilfiger - Multi,Multi-function,Unknown,"EGP 12,805.00",Unisex,China,Unknown,Lonic Plated Black Steel,Leather,Mineral,179.1604
Calvin Klein - Contrast,Contrast,Unknown,"EGP 9,230.00",Unisex,Switzerland,Unknown,Stainless Steel,Stainless Steel,Mineral,K9E211K6
Calvin Klein - Established,Established,Unknown,"EGP 9,230.00",Unisex,Switzerland,Unknown,Stainless Steel,Leather,Mineral,K9H2X1C6
Hugo Boss - Lead,Lead,Unknown,"EGP 8,160.00",Unisex,China,Unknown,Stainless Steel,Leather,Mineral,153.0064
Hugo Boss - Create,Create,Unknown,"EGP 8,160.00",Unisex,China,Unknown,Lonic Plated Black Steel,Silicone,Hardened Mineral,153.0014
Boss Black - HB151.2448,Kinsy,boss,"EGP 18,135.00",Men,China,Quartz,Stainless steel,Leather,Mineral,1512448
Boss Black - HB151.2724,Liv,boss,"EGP 16,325.00",Men,China,Quartz,Stainless steel,Stainless steel,Mineral,1512724
Boss Black - HB151.2921,Lori,boss,"EGP 18,135.00",Men,China,Quartz,Stainless steel case with Rose Gold IP,Embossed crocodile pattern calfskin leather,Mineral,1512921
Boss Black - HB151.3372,Mia,boss,"EGP 8,245.00",Men,China,Quartz,Stainless steel with rose gold IP,leather,Mineral,1513372
Boss Black - HB151.2959,Oliver,boss,"EGP 16,325.00",Men,China,Quartz,Stainless steel,Stainless steel with Black IP Two-tone,Mineral,1512959
Boss Black - HB151.3618,Zoey,boss,"EGP 13,780.00",Men,China,Quartz,Stainless Steel,Embossed crocodile pattern calfskin leather,Mineral,1513618
Boss Black - HB151.3619,Unknown,boss,"EGP 16,325.00",Men,China,Quartz,Stainless Steel,Embossed crocodile pattern calfskin leather,Mineral,1513619
Raymond Weil - Maestro,Maestro,Unknown,"EGP 102,210.00",Unisex,Unknown,Unknown,Stainless Steel,Stainless steel,Sapphire,2227-ST-00659
Raymond Weil - Maestro,Maestro,Unknown,"EGP 86,730.00",Unisex,Unknown,Unknown,Stainless steel with rose gold PVD plating,Genuine calf leather,Sapphire,2237-PC5-65001
Raymond Weil - Maestro,Maestro,Unknown,"EGP 73,680.00",Unisex,Unknown,Unknown,Stainless Steel,Genuine calf leather,Sapphire,2237-STC-00659
Raymond Weil - Maestro,Maestro,Unknown,"EGP 85,100.00",Unisex,Unknown,Unknown,Stainless Steel,Genuine calf leather,Sapphire,2238-STC-00659
Raymond Weil - Maestro,Maestro,Unknown,"EGP 95,700.00",Unisex,Unknown,Unknown,Stainless Steel,Leather,Scratch Resistant Sapphire,2837-SL5-65001
Raymond Weil - Maestro,Maestro,Unknown,"EGP 89,440.00",Unisex,Unknown,Unknown,Stainless Steel,Leather,Sapphire,2837-STC-00659
Raymond Weil - Maestro,Maestro,Unknown,"EGP 102,210.00",Unisex,Unknown,Unknown,Stainless Steel,Leather,Scratch Resistant Sapphire,2838-SL5-05658
Raymond Weil - Shine,Shine,Unknown,"EGP 95,850.00",Unisex,Unknown,Unknown,Stainless Steel,stainless steel with yellow gold PVD plating,Sapphire,1600-STP-00995
Raymond Weil - Tango,Tango,Unknown,"EGP 43,470.00",Unisex,Unknown,Unknown,Stainless Steel,Stainless steel,Scratch Resistant Sapphire,5391-ST-30001
Raymond Weil - Tango,Tango,Unknown,"EGP 66,010.00",Unisex,Unknown,Unknown,stainless steel with rose gold PVD plating,Stainless steel with rose gold PVD plating,Sapphire,5960-SP5-00995
Raymond Weil - Tango,Tango,Unknown,"EGP 73,680.00",Unisex,Unknown,Unknown,Stainless Steel,Stainless steel,Sapphire,5960-ST-00995
Raymond Weil - Tango,Tango,Unknown,"EGP 70,210.00",Unisex,Unknown,Unknown,Stainless steel with black ceramic bezel,Rubber,Scratch Resistant Sapphire,8160-SR1-20001
Raymond Weil - Tango,Tango,Unknown,"EGP 63,900.00",Unisex,Unknown,Unknown,Stainless Steel,Stainless steel,Sapphire,8160-ST-00208
Raymond Weil - Tango,Tango,Unknown,"EGP 63,900.00",Unisex,Unknown,Unknown,Stainless Steel,Stainless steel,Sapphire,8160-ST-00300
Raymond Weil - Tango,Tango,Unknown,"EGP 80,210.00",Unisex,Unknown,Unknown,Stainless Steel,Stainless steel,Sapphire,8560-ST2-20001
Michael Kors - Daci,Unknown,Unknown,"EGP 19,995.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Michael Kors - Daci,Unknown,Unknown,"EGP 19,995.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Michael Kors - Daci,Unknown,Unknown,"EGP 21,395.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Michael Kors - Parker,Unknown,Unknown,"EGP 20,995.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Michael Kors - Ritz,Unknown,Unknown,"EGP 19,995.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Michael Kors - Ritz,Unknown,Unknown,"EGP 19,995.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Casio - General,General,Unknown,"EGP 5,395.00",Unisex,China,Unknown,Resin,Resin,Mineral,AD-S800WH-2A2VDF
Casio - General,General,Unknown,"EGP 3,895.00",Unisex,China,Unknown,Plastic,Resin,Resin,AEQ-110BW-9AVDF
Casio - General,General,Casio,"EGP 3,495.00",Men,China,Quartz,Resin,Resin,Mineral,AEQ-110W-1A3VDF
Casio - General,General,Unknown,"EGP 3,495.00",Unisex,China,Unknown,Resin,Resin,Mineral,AEQ-110W-1AVDF
Lacoste - Charlotte,Charlotte,Unknown,"EGP 12,500.00",Unisex,China,Unknown,Stainless Steel,Stainless Steel,Mineral,2000834
Lacoste - Charlotte,Charlotte,Unknown,"EGP 12,500.00",Unisex,China,Unknown,Stainless Steel,Stainless Steel,Mineral,2000835
Lacoste - Mackay,Mackay,Unknown,"EGP 11,970.00",Unisex,China,Unknown,Stainless Steel,Stainless steel,Mineral,2000840
Lacoste - Philadelphia,Philadelphia,Unknown,"EGP 12,500.00",Unisex,China,Unknown,Stainless Steel,Stainless steel,Mineral,2000867
Lacoste - Philadelphia,Philadelphia,Unknown,"EGP 10,885.00",Unisex,China,Unknown,Stainless Steel,Stainless Steel,Mineral,2000898
Lacoste - Lacoste.12.12,Lacoste.12.12,Unknown,"EGP 7,245.00",Unisex,China,Unknown,Resin,Silicone,Mineral,2000958
Lacoste - Charlotte,Charlotte,Unknown,"EGP 13,610.00",Unisex,China,Unknown,Stainless Steel,Stainless Steel,Mineral,2000964
Lacoste - Advantage,Advantage,Unknown,"EGP 7,245.00",Unisex,China,Unknown,Stainless Steel,Silicone,Mineral,2010414
